I lost in    7 moves. :(
I lost in    7 moves. :(
I lost in    7 moves. :(
I lost in    7 moves. :(
I lost in    7 moves. :(
I won in    7 moves. :)
I won in    7 moves. :)
I won in    8 moves. :)
I won in    8 moves. :)
I lost in    7 moves. :(
